,Product Name,Cost, Rating,Reviews,Product URL
295,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,499,4.0 out of 5 stars,"3,883",www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXF15WZ/ref=sr_1_298?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-298
296,"SPENZ BAGS Travel Laptop Backpack for Women & Men | Fits15.6 Inch Laptop | Flight Approved Carry On Bag, College & School Students Bookbag With Raincover",849,4.9 out of 5 stars,37,www.amazon.in/SPENZ-BAGS-Backpack-Raincover-Black/dp/B0C3RLGGVZ/ref=sr_1_301?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-301
297,satellite backpacks for men women backpack bags school bag boys under 35 ltr litres casual bagpack black,516,3.8 out of 5 stars,352,www.amazon.in/SATELLITE-Black-Casual-Backpack-Bagpack/dp/B083DZVFZM/ref=sr_1_302?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-302
298,Half Moon 37L Water Resistant School/Office/Busines Backpack for Men Women Boys & Girls (Grey),649,4.5 out of 5 stars,2,www.amazon.in/Half-Moon-Resistant-School-Backpack/dp/B0BXXTZ7GZ/ref=sr_1_303?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-303
299,HARISSONS Bags Volt 15.6 inch Office Laptop Backpacks for Men and Women,"1,504",4.1 out of 5 stars,249,www.amazon.in/Harissons-Office-Laptop-Backpacks-Women/dp/B09D3YYYNG/ref=sr_1_304?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-304
300,F Gear Tandrum V2 Leather 28 Liters Laptop Backpack Sch Bag(Black),"1,145",4.3 out of 5 stars,241,www.amazon.in/F-Gear-Tandrum-Leather-Laptop-Backpack/dp/B071GY723F/ref=sr_1_305?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-305
301,"Skybags New Neon 13 30 L Backpack (Blue), Free Size (Bpnne13Hblu)","1,328",4.0 out of 5 stars,468,www.amazon.in/SKYBAGS-New-Neon-Backpack-Blue/dp/B0819KVFTR/ref=sr_1_306?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-306
302,"AmazonBasics Water Repellent and Wear Resistant Laptop Backpack - 24L, Blue",709,4.2 out of 5 stars,538,www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W43XLBY/ref=sr_1_307?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-307
303,American Tourister Spin 49 cms Navy Laptop Backpack,"1,660",4.1 out of 5 stars,"1,170",www.amazon.in/American-Tourister-FS0-41-002/dp/B07S13B1HR/ref=sr_1_308?crid=2M096C61O4MLT&keywords=bags&qid=1685207018&sprefix=ba%2Caps%2C283&sr=8-308
304,F Gear Tandrum V2 Leather 28 Liters Laptop Backpack Sch Bag(Black),"1,145",4.3 out of 5 stars,241,www.amazon.in/F-Gear-Tandrum-Leather-Laptop-Backpack/dp/B071GY723F/ref=sr_1_307?crid=2M096C61O4MLT&keywords=bags&qid=1685207020&sprefix=ba%2Caps%2C283&sr=8-307
305,"Skybags Drip NXT 03 Unisex Daypack Backpack with Drawstring Pocket, Black, SK BPDRNT3BLK","1,890",4.1 out of 5 stars,23,www.amazon.in/Skybags-Backpack-Drawstring-SK-BPDRNT3BLK/dp/B0BFXMRH19/ref=sr_1_308?crid=2M096C61O4MLT&keywords=bags&qid=1685207020&sprefix=ba%2Caps%2C283&sr=8-308
